lncipediaGeneID,ensemblGeneID
lnc-USP35-6,ENSG00000255345.1
lnc-PRSS55-1,ENSG00000253641.5
lnc-C7orf57-6,ENSG00000223829.5
LINC00930,ENSG00000258647.5
LINC02386,ENSG00000257756.5
lnc-PWWP2B-1,ENSG00000231705.1
lnc-SMARCA5-4,ENSG00000251600.6
lnc-CEP57-1,ENSG00000255605.1
LINC02354,ENSG00000257488.5
lnc-GPR33-3,ENSG00000257472.1
lnc-FABP5-2,ENSG00000253214.1
lnc-KHDRBS3-2,ENSG00000253248.5
lnc-DUSP10-5,ENSG00000234754.1
LINC02265,ENSG00000249241.1
LINC02290,ENSG00000258502.5
LINC00161,ENSG00000226935.6
lnc-TUBA3C-1,ENSG00000232243.1
PKIA-AS1,ENSG00000254266.5
LINC01609,ENSG00000253103.1
LINC00616,ENSG00000248307.5
lnc-NXPE2-6,ENSG00000255599.1
lnc-NLGN4X-1,ENSG00000236120.6
lnc-CSMD1-6,ENSG00000254007.1
LINC02207,ENSG00000258476.5
lnc-CEP170B-1,ENSG00000259067.1
LINC01210,ENSG00000239513.5
lnc-FZD1-2,ENSG00000243144.6
LINC01752,ENSG00000224961.1
lnc-RASA1-2,ENSG00000249061.1
lnc-GTF2H2-2,ENSG00000253985.1
lnc-MICAL2-1,ENSG00000255400.1
ZNF385D-AS2,ENSG00000223351.5
lnc-TMEM121-3,ENSG00000244620.1
LINC02492,ENSG00000250590.5
ZFAS1,ENSG00000177410.12
lnc-HDGFL1-5,ENSG00000235743.1
C5orf64-AS1,ENSG00000251575.2
lnc-SPAG1-1,ENSG00000253217.1
lnc-COL22A1-2,ENSG00000253783.1
lnc-TENM4-1,ENSG00000255209.1
LINC00314,ENSG00000178457.3
lnc-ZNF479-1,ENSG00000234089.1
lnc-HAND1-1,ENSG00000254293.1
lnc-EXOC5-1,ENSG00000258592.1
lnc-SV2B-1,ENSG00000258551.5
lnc-TDRD15-4,ENSG00000233005.1
lnc-MFAP2-5,ENSG00000223643.6
lnc-CKAP2L-1,ENSG00000237753.1
TMPO-AS1,ENSG00000257167.2
lnc-LRP5L-1,ENSG00000233577.6
lnc-SLC48A1-23,ENSG00000257433.5
lnc-REG3G-1,ENSG00000234877.2
TOB1-AS1,ENSG00000229980.4
LINC01849,ENSG00000234988.1
LINC01591,ENSG00000254083.5
lnc-GAS2-1,ENSG00000246225.6
lnc-POLD3-3,ENSG00000255440.1
lnc-PDCD1-16,ENSG00000226423.1
lnc-SPATA31A7-6,ENSG00000231838.1
lnc-LRRC4C-2,ENSG00000255300.5
lnc-OR5AK2-1,ENSG00000255433.5
PVT1,ENSG00000249859.9
lnc-SCRIB-1,ENSG00000254973.1
lnc-ITGB8-1,ENSG00000226097.5
lnc-RC3H1-1,ENSG00000227373.5
lnc-IGFBP7-6,ENSG00000250375.2
lnc-FANCM-4,ENSG00000258845.1
lnc-ARAP2-6,ENSG00000250954.5
lnc-MFHAS1-1,ENSG00000254367.5
lnc-DDX51-3,ENSG00000255992.1
LINC00640,ENSG00000258479.5
lnc-ATP6V1B2-6,ENSG00000254040.1
LINC01191,ENSG00000243179.1
MIR217HG,ENSG00000226702.1
lnc-APOB-5,ENSG00000228538.5
SMILR,ENSG00000254303.1
lnc-IMPAD1-2,ENSG00000253322.1
LINC01747,ENSG00000230400.2
lnc-GALC-2,ENSG00000258826.5
LINC01714,ENSG00000238290.1
lnc-FSCB-3,ENSG00000259149.1
TTTY4C,ENSG00000228296.1
lnc-INSC-2,ENSG00000254946.1
lnc-NDUFA9-1,ENSG00000256381.1
lnc-DLK1-35,ENSG00000214548.15
LINC00160,ENSG00000230978.1
LINC01490,ENSG00000257741.5
lnc-FOXO6-2,ENSG00000235358.1
lnc-EMC2-2,ENSG00000253949.1
lnc-CSGALNACT1-1,ENSG00000253280.1
LINC02280,ENSG00000258736.1
LINC01095,ENSG00000248809.5
lnc-TRIM26-2,ENSG00000270604.5
LINC01794,ENSG00000233128.1
lnc-YY1-1,ENSG00000258504.2
LINC02196,ENSG00000250974.1
FAM239B,ENSG00000205663.5
lnc-GRIP1-2,ENSG00000257083.5
LINC02046,ENSG00000242440.1
LINC01317,ENSG00000203386.6
lnc-SAMD5-4,ENSG00000227681.5
LINC01346,ENSG00000233304.6
LINC01877,ENSG00000238217.5
lnc-METTL15-6,ENSG00000254526.1
lnc-ARHGAP18-1,ENSG00000226149.5
lnc-RBM43-1,ENSG00000236885.1
FAM66B,ENSG00000215374.5
lnc-CD82-1,ENSG00000255451.1
LINC01339,ENSG00000248555.6
lnc-NBPF4-1,ENSG00000238122.1
lnc-SLC4A3-7,ENSG00000236451.2
MIR7-3HG,ENSG00000176840.11
LINC00960,ENSG00000242516.1
lnc-SLC35C1-83,ENSG00000254519.3
LINC02299,ENSG00000258979.1
LINC01284,ENSG00000230317.1
LINC01473,ENSG00000237877.6
lnc-LRRC3B-1,ENSG00000234165.1
lnc-TARBP1-4,ENSG00000233332.1
TTTY10,ENSG00000229236.1
TTTY5,ENSG00000215560.2
lnc-FAM160A1-5,ENSG00000251249.1
lnc-C2orf49-2,ENSG00000238273.3
lnc-STC1-1,ENSG00000253891.1
lnc-SNX16-1,ENSG00000254123.1
lnc-KRTAP5-11-1,ENSG00000254972.1
lnc-OR4C13-1,ENSG00000254518.1
lnc-ADCY8-1,ENSG00000253407.1
LINC01713,ENSG00000228482.1
LINC01579,ENSG00000258754.7
lnc-GSDMC-34,ENSG00000229140.9
lnc-NRIP1-2,ENSG00000229425.2
PTCSC2,ENSG00000236130.1
LINC01503,ENSG00000233901.5
lnc-CACNB3-1,ENSG00000257660.5
lnc-LDB2-1,ENSG00000249998.1
lnc-MTRNR2L5-1,ENSG00000228048.1
LINC01588,ENSG00000214900.9
lnc-ACTA1-1,ENSG00000226920.1
lnc-PSMG1-4,ENSG00000235888.1
lnc-ECI2-1,ENSG00000237716.1
lnc-RGMA-4,ENSG00000258909.1
lnc-ASPH-2,ENSG00000253834.1
LINC02458,ENSG00000246363.2
HPYR1,ENSG00000253521.1
LINC02093,ENSG00000234634.1
lnc-SYT7-1,ENSG00000255947.1
lnc-PHLDA3-1,ENSG00000224818.1
lnc-PCMTD1-1,ENSG00000254136.1
lnc-MYOM2-4,ENSG00000253853.1
lnc-APAF1-2,ENSG00000258039.2
TPT1-AS1,ENSG00000170919.15
LINC00454,ENSG00000226921.6
lnc-RTL1-3,ENSG00000230805.6
lnc-BET1L-2,ENSG00000254468.2
lnc-DCAF5-1,ENSG00000258957.1
OTX2-AS1,ENSG00000248550.3
FAM242C,ENSG00000250432.5
lnc-ZNF674-13,ENSG00000234613.1
LINC01519,ENSG00000237267.1
lnc-TSPAN11-5,ENSG00000257262.1
lnc-SNX16-3,ENSG00000253836.1
lnc-DNM1L-8,ENSG00000257435.1
LINC02396,ENSG00000258135.5
lnc-ANXA13-1,ENSG00000254000.1
lnc-CENPC-1,ENSG00000250075.5
RBM15-AS1,ENSG00000227963.1
lnc-CCDC59-3,ENSG00000257837.1
LINC02209,ENSG00000253279.5
MCHR2-AS1,ENSG00000229315.6
lnc-ZNF608-3,ENSG00000251214.1
LINC02423,ENSG00000256750.1
lnc-TRIM29-9,ENSG00000254863.1
LINC02309,ENSG00000258994.1
LINC00678,ENSG00000254934.5
lnc-CD180-2,ENSG00000250978.5
lnc-GALC-10,ENSG00000259044.1
LINC00867,ENSG00000232139.5
WT1-AS,ENSG00000183242.11
lnc-FOXG1-1,ENSG00000257869.1
lnc-PJA2-1,ENSG00000249476.1
lnc-TPST1-1,ENSG00000237310.1
lnc-TRIQK-7,ENSG00000253634.1
lnc-SAMD11-7,ENSG00000237491.8
JRKL-AS1,ENSG00000255679.1
lnc-ZFAT-2,ENSG00000253627.1
lnc-SLC7A14-3,ENSG00000239739.1
LINC01122,ENSG00000233723.7
lnc-PRAG1-1,ENSG00000253505.1
MIR3142HG,ENSG00000253522.6
lnc-JPH1-4,ENSG00000254043.1
lnc-ANKRD30BL-2,ENSG00000235615.2
lnc-LMBR1-12,ENSG00000233878.1
lnc-ZMAT3-3,ENSG00000223930.5
LINC02384,ENSG00000251301.6
NUTM2B-AS1,ENSG00000225484.6
ADGRD1-AS1,ENSG00000256151.1
lnc-JAG1-3,ENSG00000230990.1
lnc-AP3S1-2,ENSG00000248709.1
lnc-FAM237B-1,ENSG00000238358.2
LINC01983,ENSG00000223783.1
lnc-FN1-1,ENSG00000234938.2
lnc-PPP1R3B-3,ENSG00000253735.1
lnc-PRDM11-5,ENSG00000254651.1
lnc-SATB2-2,ENSG00000225421.2
lnc-SLC9C1-2,ENSG00000243081.2
LINC02395,ENSG00000257771.5
LINC02311,ENSG00000258718.1
lnc-POLR2B-17,ENSG00000249831.2
LINC01660,ENSG00000274044.4
lnc-NUDT12-7,ENSG00000253584.1
lnc-SNX13-2,ENSG00000236039.2
lnc-NGFR-3,ENSG00000248714.6
lnc-GRHL2-7,ENSG00000253737.1
LINC01944,ENSG00000254299.1
lnc-ARRDC4-3,ENSG00000259041.1
lnc-MUC15-1,ENSG00000254819.1
LINC01106,ENSG00000175772.10
lnc-PGR-2,ENSG00000254830.1
lnc-CLINT1-2,ENSG00000253449.1
lnc-ANKRD30BL-14,ENSG00000229203.1
lnc-C8orf86-2,ENSG00000254321.1
LINC01160,ENSG00000231346.5
TEX41,ENSG00000226674.9
JPX,ENSG00000228906.1
lnc-ERCC6L2-2,ENSG00000237212.1
LINC00870,ENSG00000243083.5
lnc-PASD1-1,ENSG00000214915.3
lnc-SOD3-5,ENSG00000249645.1
ENTPD3-AS1,ENSG00000223797.5
lnc-STEAP1B-2,ENSG00000238033.1
lnc-FAM92A-7,ENSG00000253577.1
LINC01419,ENSG00000253898.1
LINC02443,ENSG00000256115.5
OR2A1-AS1,ENSG00000284644.1
lnc-CNTNAP3B-2,ENSG00000237357.2
LINC01766,ENSG00000224910.1
lnc-TRIML1-4,ENSG00000249269.1
LINC01288,ENSG00000254344.1
lnc-SNX10-87,ENSG00000233760.1
lnc-PPDPFL-2,ENSG00000253474.1
lnc-RNF144A-2,ENSG00000229727.6
SLC25A30-AS1,ENSG00000251015.1
lnc-KDM8-1,ENSG00000234186.2
lnc-STARD13-2,ENSG00000230490.2
lnc-ARL1-1,ENSG00000257543.1
lnc-OTX2-1,ENSG00000258776.1
lnc-DDX51-8,ENSG00000256258.1
lnc-ZFHX4-3,ENSG00000254366.6
lnc-GPR89B-3,ENSG00000232265.7
lnc-PIWIL4-1,ENSG00000255666.5
lnc-CHRM2-1,ENSG00000231114.1
LINC00421,ENSG00000236834.1
lnc-NWD2-2,ENSG00000247810.6
lnc-KMO-1,ENSG00000225554.1
lnc-SP3-1,ENSG00000224638.1
lnc-FGL2-2,ENSG00000225703.1
GASAL1,ENSG00000253669.3
EDNRB-AS1,ENSG00000225579.1
LINC02282,ENSG00000257056.2
lnc-FSCB-1,ENSG00000258487.1
LINC02449,ENSG00000215241.3
LINC01205,ENSG00000228980.3
lnc-ZNF131-1,ENSG00000215068.7
lnc-VWC2L-1,ENSG00000229267.2
lnc-SYN3-2,ENSG00000228622.1
lnc-BOD1-1,ENSG00000254211.5
LINC02460,ENSG00000255714.1
lnc-CFLAR-2,ENSG00000232719.1
lnc-RAB30-2,ENSG00000255503.1
lnc-CPT2-3,ENSG00000226754.1
lnc-IFITM2-1,ENSG00000251661.3
lnc-RWDD3-5,ENSG00000228971.2
lnc-ETDB-59,ENSG00000223809.1
LINC02241,ENSG00000251629.6
LINC02432,ENSG00000248810.1
lnc-SERPINA3-1,ENSG00000258866.1
lnc-HLX-1,ENSG00000232436.1
LINC01856,ENSG00000237574.1
LINC02159,ENSG00000253417.5
SLC16A1-AS1,ENSG00000226419.7
LINC00379,ENSG00000229557.1
LINC01854,ENSG00000204460.3
LINC02056,ENSG00000251613.3
lnc-COL6A1-2,ENSG00000224413.1
lnc-RUNX1T1-4,ENSG00000253371.1
LINC01914,ENSG00000234362.5
SNHG18,ENSG00000250786.1
LINC01103,ENSG00000234781.2
lnc-ZNF680-4,ENSG00000236299.7
LINC01378,ENSG00000236922.9
lnc-OR4E1-1,ENSG00000248358.2
LINC00276,ENSG00000230448.5
lnc-DLC1-5,ENSG00000254753.1
lnc-GYPC-2,ENSG00000235774.1
LINC00700,ENSG00000234962.5
lnc-FOXD4L5-35,ENSG00000204802.3
lnc-OR13A1-1,ENSG00000227683.1
ZNF295-AS1,ENSG00000237232.7
lnc-OSR2-1,ENSG00000229625.3
LINC01388,ENSG00000227917.2
HAR1A,ENSG00000225978.3
lnc-LSM11-4,ENSG00000253134.1
lnc-HMBOX1-5,ENSG00000253182.1
lnc-ADAM21-3,ENSG00000259033.1
lnc-ETAA1-7,ENSG00000223859.1
LINC02506,ENSG00000251129.1
lnc-KHDRBS3-21,ENSG00000254361.1
lnc-CLVS1-1,ENSG00000254777.5
lnc-DLX4-2,ENSG00000254039.1
lnc-ELF5-2,ENSG00000255271.1
LINC02365,ENSG00000254233.1
lnc-C8orf86-1,ENSG00000253361.2
lnc-LRTM1-2,ENSG00000239991.1
LINC02238,ENSG00000223479.3
lnc-FBXO11-1,ENSG00000230773.6
FALEC,ENSG00000228126.1
lnc-ANKRD36B-3,ENSG00000230606.10
LINC00645,ENSG00000258548.5
lnc-NCAM1-1,ENSG00000254626.1
LINC02398,ENSG00000256287.1
DICER1-AS1,ENSG00000235706.7
lnc-RUFY1-2,ENSG00000253979.1
lnc-COQ2-1,ENSG00000250057.1
lnc-LECT2-1,ENSG00000253927.1
lnc-ZSWIM2-6,ENSG00000226747.6
LINC01813,ENSG00000229805.1
MAL2-AS1,ENSG00000253972.5
lnc-TRIM36-2,ENSG00000250242.1
lnc-TMEM65-1,ENSG00000214803.3
FILNC1,ENSG00000231426.6
LINC01509,ENSG00000226825.1
lnc-KCNK9-1,ENSG00000254258.1
lnc-SERPINB8-2,ENSG00000236392.2
lnc-RYBP-3,ENSG00000242618.1
LINC02279,ENSG00000258933.1
lnc-METTL18-1,ENSG00000230704.1
SREBF2-AS1,ENSG00000184068.2
lnc-DUSP26-2,ENSG00000254194.5
lnc-DENND3-2,ENSG00000253266.1
lnc-PTH-2,ENSG00000254927.1
ALDH1L1-AS2,ENSG00000246022.2
LINC00535,ENSG00000246662.6
lnc-USP38-3,ENSG00000251248.1
lnc-PRR34-1,ENSG00000231010.1
lnc-YTHDF3-8,ENSG00000253583.1
LINC02303,ENSG00000258616.5
lnc-NUAK1-1,ENSG00000257890.1
FAM242E,ENSG00000229697.2
lnc-FAM198A-1,ENSG00000227245.1
TTTY7,ENSG00000147753.9
lnc-DROSHA-3,ENSG00000250164.1
LINC00501,ENSG00000203645.2
LINC01938,ENSG00000254066.1
lnc-CYP7A1-3,ENSG00000253523.1
lnc-MED10-11,ENSG00000248467.1
LINC00534,ENSG00000253394.5
LINC00378,ENSG00000225249.5
LINC02107,ENSG00000250003.2
LINC02032,ENSG00000241131.1
LINC02319,ENSG00000258694.1
lnc-CCND2-2,ENSG00000256969.1
lnc-MYC-3,ENSG00000253926.1
CNTN4-AS2,ENSG00000227588.2
lnc-TENM4-7,ENSG00000254434.1
lnc-POU5F1B-5,ENSG00000253530.1
lnc-CLEC4E-1,ENSG00000255801.1
LINC01719,ENSG00000233396.7
LINC01762,ENSG00000233154.5
LINC02325,ENSG00000246084.2
LINC01567,ENSG00000224310.1
lnc-TMEM255B-5,ENSG00000274766.1
lnc-NBPF6-1,ENSG00000224698.1
LINC01361,ENSG00000236268.5
LINC02571,ENSG00000256166.1
LINC02392,ENSG00000258183.5
lnc-PPP2R1B-1,ENSG00000254990.5
lnc-FAM181B-1,ENSG00000255246.1
lnc-PRELID2-4,ENSG00000251031.1
TTTY11,ENSG00000180910.7
LINC02463,ENSG00000257683.1
lnc-VPS33B-1,ENSG00000258765.1
lnc-BMT2-1,ENSG00000234520.5
LINC02421,ENSG00000255970.1
lnc-EDIL3-3,ENSG00000248667.1
LINC00644,ENSG00000259142.1
lnc-THOC3-2,ENSG00000283235.1
LINC00305,ENSG00000179676.6
lnc-UBLCP1-2,ENSG00000249738.9
VASH1-AS1,ENSG00000258301.3
FGF10-AS1,ENSG00000248464.1
LINC02505,ENSG00000248215.5
lnc-CCDC179-3,ENSG00000254594.5
LINC02038,ENSG00000229155.1
LINC02522,ENSG00000231056.1
DAB1-AS1,ENSG00000226759.7
CD27-AS1,ENSG00000215039.6
LINC02366,ENSG00000256888.5
LMCD1-AS1,ENSG00000227110.6
LINC00638,ENSG00000258701.1
LINC02598,ENSG00000256155.1
LINC02105,ENSG00000250447.5
LINC02438,ENSG00000248238.1
lnc-AGTPBP1-1,ENSG00000229454.1
lnc-PARP8-2,ENSG00000248918.2
LINC02153,ENSG00000253147.5
lnc-SSUH2-1,ENSG00000224884.1
MYT1L-AS1,ENSG00000225619.1
lnc-DPF3-1,ENSG00000258871.1
lnc-RPS24-18,ENSG00000230229.1
lnc-MAT2B-2,ENSG00000253538.1
LINC01391,ENSG00000244578.1
LINC01358,ENSG00000237352.3
LINC02466,ENSG00000246876.6
SNHG10,ENSG00000247092.6
LINC01985,ENSG00000227260.1
LINC01629,ENSG00000258602.1
LINC01603,ENSG00000253479.5
LINC02552,ENSG00000256422.5
NPSR1-AS1,ENSG00000197085.11
lnc-DLGAP5-1,ENSG00000258050.2
HAS2-AS1,ENSG00000248690.6
lnc-BTBD17-3,ENSG00000246731.2
PGM5P4-AS1,ENSG00000231943.7
lnc-SLC7A13-1,ENSG00000254231.1
LINC01803,ENSG00000228909.1
lnc-FAM84B-15,ENSG00000254166.2
lnc-GRB10-1,ENSG00000236046.1
lnc-YTHDF3-7,ENSG00000253894.1
LBX1-AS1,ENSG00000227128.4
LINC02300,ENSG00000258175.1
LINC02301,ENSG00000258743.5
lnc-BOD1-1,ENSG00000253686.1
lnc-CCDC96-1,ENSG00000245748.1
lnc-ASTN2-6,ENSG00000231901.1
lnc-ATF7IP-3,ENSG00000256084.1
TRPM2-AS,ENSG00000230061.2
lnc-MSR1-1,ENSG00000253496.2
ZEB1-AS1,ENSG00000237036.4
CHRM3-AS2,ENSG00000233355.6
LZTS1-AS1,ENSG00000253733.3
DLG1-AS1,ENSG00000227375.5
lnc-KIDINS220-8,ENSG00000226506.5
LINC01322,ENSG00000244128.5
lnc-CCNH-8,ENSG00000250124.1
lnc-STX2-3,ENSG00000256810.1
lnc-TRAF5-3,ENSG00000223649.1
lnc-GPR65-5,ENSG00000259028.1
lnc-LRRIQ1-2,ENSG00000257729.2
LINC01658,ENSG00000178248.11
lnc-TMEM70-2,ENSG00000254538.1
lnc-LGALS14-1,ENSG00000269460.1
ELFN1-AS1,ENSG00000236081.1
LINC02153,ENSG00000254026.1
lnc-BRF1-9,ENSG00000253364.2
LINC01010,ENSG00000236700.5
LINC02507,ENSG00000251688.1
lnc-GABPA-7,ENSG00000236332.1
lnc-CD180-4,ENSG00000250421.5
lnc-PRORY-6,ENSG00000254488.1
lnc-C2CD5-1,ENSG00000256714.1
LINC01968,ENSG00000237222.3
GPR158-AS1,ENSG00000233642.1
LINC02099,ENSG00000253490.5
lnc-KIF26A-5,ENSG00000258913.1
lnc-KIF18A-1,ENSG00000255094.1
STARD4-AS1,ENSG00000246859.2
lnc-UNC5D-2,ENSG00000253452.5
lnc-LY96-2,ENSG00000253115.1
THRB-AS1,ENSG00000228791.7
lnc-ANKRD30A-15,ENSG00000237002.6
lnc-ATP6V1C1-10,ENSG00000254281.1
lnc-CCDC150-1,ENSG00000229056.2
CASC11,ENSG00000249375.7
lnc-PKIA-2,ENSG00000254001.5
lnc-LRRC4C-1,ENSG00000255388.5
lnc-SLC13A1-1,ENSG00000226680.2
lnc-BTBD10-2,ENSG00000254670.1
LINC02065,ENSG00000248846.2
LINC02148,ENSG00000250427.1
lnc-BNIP1-3,ENSG00000253141.1
lnc-JPH4-4,ENSG00000258464.1
lnc-PRC1-1,ENSG00000258384.1
lnc-RTL1-5,ENSG00000258460.1
lnc-ST6GALNAC3-1,ENSG00000230027.1
lnc-ERI1-32,ENSG00000248538.6
lnc-ATP6V0E2-2,ENSG00000241449.5
lnc-ZNF706-3,ENSG00000253679.1
lnc-OR4C11-1,ENSG00000254804.1
lnc-ANO5-1,ENSG00000254820.1
lnc-PAMR1-1,ENSG00000254669.1
lnc-DCAF5-2,ENSG00000258520.1
LINC02389,ENSG00000255693.1
lnc-GRM7-7,ENSG00000229642.1
lnc-MSRB3-3,ENSG00000256915.1
lnc-MUC2-1,ENSG00000254872.3
TTTY6,ENSG00000131538.7
lnc-ATP5S-1,ENSG00000258857.1
LINC01518,ENSG00000233515.1
LINC01298,ENSG00000253351.1
lnc-P2RY2-3,ENSG00000256568.1
lnc-RPL26L1-1,ENSG00000254295.1
lnc-RGS1-1,ENSG00000236069.2
LINC01824,ENSG00000226488.1
lnc-LMO2-1,ENSG00000255133.1
LINC02439,ENSG00000255814.1
LINC01500,ENSG00000258583.5
lnc-BMS1-2,ENSG00000234864.1
SUCLG2-AS1,ENSG00000241316.6
lnc-MAPKAP1-2,ENSG00000228392.1
lnc-API5-4,ENSG00000255279.1
LINC02554,ENSG00000226741.1
lnc-ALG10-1,ENSG00000256538.1
PSG8-AS1,ENSG00000225877.1
lnc-GLB1L2-5,ENSG00000255327.1
lnc-ZNF33A-13,ENSG00000234918.1
LINC00487,ENSG00000205837.7
lnc-HEY1-1,ENSG00000249328.2
lnc-KCNA4-3,ENSG00000254530.1
LINC01659,ENSG00000234928.1
LINC02073,ENSG00000267452.1
lnc-F9-1,ENSG00000233145.1
lnc-UBLCP1-30,ENSG00000254135.2
ZBTB20-AS4,ENSG00000242767.1
lnc-WASHC5-2,ENSG00000255313.1
lnc-IFT74-1,ENSG00000254261.1
lnc-CDH17-1,ENSG00000253585.1
lnc-LPA-3,ENSG00000224371.5
MIR663AHG,ENSG00000227195.10
lnc-ANKRD20A2-1,ENSG00000225655.5
lnc-RGMA-18,ENSG00000258773.1
LINC00448,ENSG00000228669.1
lnc-IL20RA-1,ENSG00000225391.5
lnc-LRRC10B-1,ENSG00000255931.1
lnc-IFITM2-3,ENSG00000255328.1
LINC00491,ENSG00000250682.5
lnc-ZCCHC24-2,ENSG00000229569.1
lnc-GLB1L2-3,ENSG00000255344.1
lnc-SGK1-3,ENSG00000229722.1
LINC01942,ENSG00000253428.1
lnc-SMDT1-3,ENSG00000182057.4
lnc-LONRF1-1,ENSG00000254813.5
LINC01608,ENSG00000253877.5
lnc-EBAG9-2,ENSG00000253122.1
FAM239A,ENSG00000234449.2
lnc-PCBP1-1,ENSG00000233060.1
lnc-METTL15-5,ENSG00000249867.5
lnc-PPP1R3B-4,ENSG00000254237.5
lnc-PRAG1-2,ENSG00000254153.1
lnc-FGF3-1,ENSG00000254605.1
lnc-KIAA1549L-10,ENSG00000254619.1
LINC01493,ENSG00000254562.5
SMILR,ENSG00000255364.1
lnc-NOC4L-2,ENSG00000256312.1
lnc-NDRG2-3,ENSG00000258918.1
lnc-PDYN-1,ENSG00000230839.1
lnc-DAGLA-1,ENSG00000250230.2
LINC01645,ENSG00000224968.1
lnc-NEDD1-1,ENSG00000257470.1
lnc-TENM2-1,ENSG00000254171.1
lnc-ZHX2-6,ENSG00000248478.2
LINC01276,ENSG00000226917.5
lnc-MLXIP-12,ENSG00000256546.1
lnc-EPB41L1-1,ENSG00000234139.2
lnc-TRIM16-2,ENSG00000233193.1
LINC00445,ENSG00000236036.1
lnc-EFCAB1-3,ENSG00000253688.2
TNK2-AS1,ENSG00000224614.1
LINC00499,ENSG00000251372.5
lnc-PPHLN1-4,ENSG00000257849.1
lnc-WNT8A-1,ENSG00000250260.1
lnc-PRMT6-3,ENSG00000237480.2
LINC01947,ENSG00000254130.1
lnc-IZUMO1R-1,ENSG00000250519.6
lnc-NPBWR1-11,ENSG00000253844.1
lnc-RNASE1-2,ENSG00000258451.1
lnc-TRIB1-2,ENSG00000253111.1
TTTY23,ENSG00000239225.1
LINC02231,ENSG00000248995.2
lnc-SLC35C1-3,ENSG00000254514.1
lnc-CDKL1-1,ENSG00000259071.1
LINC01939,ENSG00000228799.5
lnc-HEPH-1,ENSG00000274536.6
lnc-NTF3-5,ENSG00000256417.1
lnc-SRSF4-1,ENSG00000225750.1
LINC02535,ENSG00000234155.1
lnc-MYOM2-1,ENSG00000253805.1
lnc-AIG1-8,ENSG00000232618.1
lnc-AACS-1,ENSG00000256814.1
lnc-RIMKLB-6,ENSG00000249790.2
SIRLNT,ENSG00000253802.1
LINC01643,ENSG00000236052.1
lnc-CSMD1-4,ENSG00000253444.1
lnc-EFCAB1-1,ENSG00000253892.1
lnc-NDRG2-2,ENSG00000258772.1
LINC02318,ENSG00000258390.1
lnc-RGMA-6,ENSG00000259123.1
LINC00641,ENSG00000258441.1
lnc-MAP1LC3B2-4,ENSG00000257958.1
lnc-TMEM167A-2,ENSG00000249857.1
lnc-OR9I1-1,ENSG00000255146.1
lnc-ZNF664-7,ENSG00000256596.1
lnc-BRF2-21,ENSG00000253524.1
lnc-OR5B21-1,ENSG00000255299.5
LINC01602,ENSG00000205293.3
lnc-ZBTB49-1,ENSG00000248516.1
LINC01681,ENSG00000233985.1
lnc-SDSL-6,ENSG00000257997.5
LINC02143,ENSG00000253236.1
lnc-KCNK10-1,ENSG00000258975.1
LINC01802,ENSG00000225064.1
lnc-CHST1-5,ENSG00000254746.5
lnc-LSM11-6,ENSG00000254350.1
LINC01827,ENSG00000234919.1
ZBTB20-AS3,ENSG00000239946.1
LINC01695,ENSG00000236532.5
LINC02531,ENSG00000220908.2
lnc-NEUROD6-1,ENSG00000231418.1
lnc-SMPD1-2,ENSG00000254443.1
lnc-KCNJ6-1,ENSG00000226012.1
lnc-ZCCHC7-2,ENSG00000281649.1
lnc-C2orf49-1,ENSG00000235319.1
LINC00159,ENSG00000230323.5
HOTTIP,ENSG00000243766.8
LINC02355,ENSG00000248210.1
lnc-KCNH5-4,ENSG00000258842.1
LINC02223,ENSG00000249937.5
lnc-ANGPT2-3,ENSG00000253880.1
lnc-SEL1L-5,ENSG00000258600.1
TCL6,ENSG00000258927.1
lnc-PANK3-11,ENSG00000253713.1
lnc-OVOL1-1,ENSG00000255557.1
lnc-PSD3-1,ENSG00000253557.5
lnc-GALNT3-1,ENSG00000229195.1
TTTY1,ENSG00000129845.5
LINC00536,ENSG00000253672.1
lnc-SEMA3B-1,ENSG00000230454.1
LINC02416,ENSG00000257924.1
lnc-KBTBD3-2,ENSG00000254580.1
LINC01951,ENSG00000204754.3
LINC01209,ENSG00000228308.1
LINC01317,ENSG00000226785.1
lnc-EBAG9-3,ENSG00000253717.1
lnc-CRYBB1-2,ENSG00000236858.1
lnc-PRSS23-2,ENSG00000255250.1
lnc-PPP1R13B-1,ENSG00000258534.1
lnc-HMBOX1-5,ENSG00000253632.1
lnc-CREB3L1-4,ENSG00000254653.1
LINC01099,ENSG00000251504.1
lnc-KCNH5-3,ENSG00000258903.1
HNF4A-AS1,ENSG00000233376.1
LINC00163,ENSG00000234880.1
FAM66E,ENSG00000225725.4
lnc-ATL2-1,ENSG00000231367.5
LINC01252,ENSG00000247157.6
lnc-TNFAIP6-3,ENSG00000237220.1
lnc-FAM92A-9,ENSG00000253177.1
LINC01738,ENSG00000227947.1
lnc-WRN-4,ENSG00000253377.1
LINC02442,ENSG00000256077.5
lnc-MDGA2-3,ENSG00000258751.1
lnc-FSCB-1,ENSG00000259126.1
lnc-DTHD1-1,ENSG00000247193.2
lnc-CFAP69-1,ENSG00000225498.1
SRGAP2-AS1,ENSG00000230806.1
lnc-KRTAP5-4-1,ENSG00000231487.1
LINC00364,ENSG00000230040.1
lnc-HMHB1-2,ENSG00000251205.2
lnc-CTAGE5-8,ENSG00000258526.5
lnc-KCNB2-2,ENSG00000254347.1
